Date,Power [kW],Temperature [°C],Week Day,Hours,Month,Solar Radiation [W/m2],Power-1 [kW]
2018-04-09 02:00:00,100.5,7.5,0,2,4,1.7,97.3
2018-04-09 03:00:00,100.7,7.4,0,3,4,1.4,100.5
2018-04-09 04:00:00,98.1,8.1,0,4,4,1.0,100.7
2018-04-09 05:00:00,102.9,8.2,0,5,4,0.9,98.1
2018-04-09 06:00:00,117.6,8.3,0,6,4,38.3,102.9
2018-04-09 07:00:00,195.9,8.7,0,7,4,151.7,117.6
2018-04-09 08:00:00,283.2,10.6,0,8,4,377.4,195.9
2018-04-09 09:00:00,344.3,11.1,0,9,4,434.8,283.2
2018-04-09 10:00:00,395.1,11.4,0,10,4,615.5,344.3
2018-04-09 11:00:00,431.9,12.4,0,11,4,673.7,395.1
2018-04-09 12:00:00,440.0,13.1,0,12,4,554.3,431.9
2018-04-09 13:00:00,436.0,13.5,0,13,4,859.8,440.0
2018-04-09 14:00:00,430.0,13.0,0,14,4,490.4,436.0
2018-04-09 15:00:00,420.5,12.7,0,15,4,386.6,430.0
2018-04-09 16:00:00,388.3,12.2,0,16,4,275.1,420.5
2018-04-09 17:00:00,323.3,12.2,0,17,4,208.0,388.3
2018-04-09 18:00:00,273.5,11.4,0,18,4,18.9,323.3
2018-04-09 19:00:00,236.1,11.1,0,19,4,2.1,273.5
2018-04-09 20:00:00,185.8,11.3,0,20,4,1.2,236.1
2018-04-09 21:00:00,147.3,11.3,0,21,4,1.2,185.8
2018-04-09 22:00:00,132.9,11.3,0,22,4,1.3,147.3
2018-04-09 23:00:00,131.8,11.1,0,23,4,1.1,132.9
2018-04-10 00:00:00,123.3,11.1,1,0,4,1.2,131.8
2018-04-10 01:00:00,110.6,11.0,1,1,4,1.3,123.3
2018-04-10 02:00:00,108.8,10.7,1,2,4,1.8,110.6
2018-04-10 03:00:00,101.7,10.2,1,3,4,2.2,108.8
2018-04-10 04:00:00,101.6,10.5,1,4,4,0.9,101.7
2018-04-10 05:00:00,109.4,10.9,1,5,4,2.1,101.6
2018-04-10 06:00:00,129.8,10.8,1,6,4,6.5,109.4
2018-04-10 07:00:00,203.0,10.5,1,7,4,32.1,129.8
2018-04-10 08:00:00,309.9,10.6,1,8,4,68.5,203.0
2018-04-10 09:00:00,392.7,11.0,1,9,4,115.0,309.9
2018-04-10 10:00:00,439.7,11.0,1,10,4,190.7,392.7
2018-04-10 11:00:00,429.3,11.3,1,11,4,433.0,439.7
2018-04-10 12:00:00,435.1,10.5,1,12,4,443.7,429.3
2018-04-10 13:00:00,410.8,10.2,1,13,4,460.6,435.1
2018-04-10 14:00:00,399.5,11.0,1,14,4,381.0,410.8
2018-04-10 15:00:00,408.1,11.4,1,15,4,462.2,399.5
2018-04-10 16:00:00,403.7,11.0,1,16,4,323.2,408.1
2018-04-10 17:00:00,354.7,9.1,1,17,4,103.6,403.7
2018-04-10 18:00:00,316.8,9.9,1,18,4,42.0,354.7
2018-04-10 19:00:00,257.8,8.5,1,19,4,2.0,316.8
2018-04-10 20:00:00,209.6,9.5,1,20,4,1.6,257.8
2018-04-10 21:00:00,168.6,9.9,1,21,4,0.8,209.6
2018-04-10 22:00:00,161.4,9.8,1,22,4,1.2,168.6
2018-04-10 23:00:00,153.9,9.2,1,23,4,2.2,161.4
2018-04-11 00:00:00,133.0,8.9,2,0,4,2.3,153.9
2018-04-11 01:00:00,105.1,8.9,2,1,4,1.3,133.0
2018-04-11 02:00:00,103.1,9.2,2,2,4,2.0,105.1
2018-04-11 03:00:00,99.7,9.2,2,3,4,1.7,103.1
2018-04-11 04:00:00,98.9,9.2,2,4,4,1.6,99.7
2018-04-11 05:00:00,112.2,9.0,2,5,4,1.7,98.9
2018-04-11 06:00:00,123.1,9.4,2,6,4,44.4,112.2
2018-04-11 07:00:00,207.5,9.9,2,7,4,185.3,123.1
2018-04-11 08:00:00,299.8,11.1,2,8,4,284.2,207.5
2018-04-11 09:00:00,374.2,11.7,2,9,4,427.6,299.8
2018-04-11 10:00:00,442.0,12.1,2,10,4,403.3,374.2
2018-04-11 11:00:00,429.3,11.9,2,11,4,458.5,442.0
2018-04-11 12:00:00,429.8,12.3,2,12,4,586.7,429.3
2018-04-11 13:00:00,420.4,12.6,2,13,4,724.4,429.8
2018-04-11 14:00:00,405.5,12.9,2,14,4,618.2,420.4
2018-04-11 15:00:00,398.8,12.9,2,15,4,501.9,405.5
2018-04-11 16:00:00,382.5,12.8,2,16,4,440.6,398.8
2018-04-11 17:00:00,341.7,12.6,2,17,4,212.5,382.5
2018-04-11 18:00:00,295.9,12.0,2,18,4,62.7,341.7
2018-04-11 19:00:00,249.5,11.5,2,19,4,2.5,295.9
2018-04-11 20:00:00,201.1,11.3,2,20,4,1.7,249.5
2018-04-11 21:00:00,149.8,11.2,2,21,4,1.5,201.1
2018-04-11 22:00:00,129.7,10.8,2,22,4,2.1,149.8
2018-04-11 23:00:00,124.6,10.9,2,23,4,2.2,129.7
2018-04-12 00:00:00,118.7,10.8,3,0,4,2.3,124.6
2018-04-12 01:00:00,106.7,10.7,3,1,4,2.3,118.7
2018-04-12 02:00:00,98.0,10.8,3,2,4,1.6,106.7
2018-04-12 05:00:00,104.6,10.0,3,5,4,1.3,98.0
2018-04-12 06:00:00,120.2,10.4,3,6,4,4.0,104.6
2018-04-12 07:00:00,199.1,10.7,3,7,4,17.2,120.2
2018-04-12 08:00:00,292.8,11.4,3,8,4,13.1,199.1
2018-04-12 09:00:00,382.9,11.7,3,9,4,48.9,292.8
2018-04-12 10:00:00,421.7,11.5,3,10,4,169.4,382.9
2018-04-12 11:00:00,438.8,11.9,3,11,4,420.4,421.7
2018-04-12 12:00:00,421.0,13.1,3,12,4,831.3,438.8
2018-04-12 13:00:00,402.7,13.5,3,13,4,731.6,421.0
2018-04-12 14:00:00,387.0,12.9,3,14,4,630.4,402.7
2018-04-12 15:00:00,396.7,12.7,3,15,4,343.6,387.0
2018-04-12 16:00:00,374.2,12.4,3,16,4,326.3,396.7
2018-04-12 17:00:00,341.8,11.1,3,17,4,86.7,374.2
2018-04-12 18:00:00,291.3,9.8,3,18,4,36.1,341.8
2018-04-12 19:00:00,222.2,9.2,3,19,4,1.2,291.3
2018-04-12 20:00:00,168.6,9.3,3,20,4,0.9,222.2
2018-04-12 21:00:00,131.6,9.9,3,21,4,1.0,168.6
2018-04-12 22:00:00,125.0,10.3,3,22,4,1.4,131.6
2018-04-12 23:00:00,115.4,10.4,3,23,4,1.2,125.0
2018-04-13 00:00:00,105.5,10.3,4,0,4,1.1,115.4
2018-04-13 01:00:00,104.2,10.0,4,1,4,1.2,105.5
2018-04-13 02:00:00,100.0,10.0,4,2,4,1.9,104.2
2018-04-13 03:00:00,97.9,9.9,4,3,4,1.4,100.0
2018-04-13 04:00:00,97.6,9.5,4,4,4,2.0,97.9
2018-04-13 05:00:00,113.2,9.2,4,5,4,2.4,97.6
2018-04-13 06:00:00,125.2,8.9,4,6,4,24.3,113.2
2018-04-13 07:00:00,203.1,9.5,4,7,4,119.6,125.2
2018-04-13 08:00:00,297.7,10.9,4,8,4,368.7,203.1
2018-04-13 09:00:00,365.0,12.4,4,9,4,584.2,297.7
2018-04-13 10:00:00,390.8,12.3,4,10,4,333.2,365.0
2018-04-13 11:00:00,385.1,13.4,4,11,4,669.5,390.8
2018-04-13 12:00:00,373.1,14.0,4,12,4,564.5,385.1
2018-04-13 13:00:00,356.4,13.3,4,13,4,103.9,373.1
2018-04-13 14:00:00,339.0,13.3,4,14,4,173.3,356.4
2018-04-13 15:00:00,382.4,15.0,4,15,4,501.5,339.0
2018-04-13 16:00:00,375.5,14.2,4,16,4,277.4,382.4
2018-04-13 17:00:00,302.9,13.6,4,17,4,224.5,375.5
2018-04-13 18:00:00,259.3,12.7,4,18,4,36.3,302.9
2018-04-13 19:00:00,219.4,12.5,4,19,4,1.9,259.3
2018-04-13 20:00:00,177.3,12.3,4,20,4,1.4,219.4
2018-04-13 21:00:00,135.9,12.1,4,21,4,1.5,177.3
2018-04-13 22:00:00,113.0,11.8,4,22,4,1.6,135.9
2018-04-13 23:00:00,109.1,11.5,4,23,4,1.0,113.0
2018-04-14 00:00:00,106.3,11.1,5,0,4,1.7,109.1
2018-04-14 01:00:00,105.2,11.0,5,1,4,1.1,106.3
2018-04-14 02:00:00,100.1,10.9,5,2,4,1.4,105.2
2018-04-14 07:00:00,115.7,11.6,5,7,4,127.2,100.1
2018-04-14 08:00:00,113.8,12.8,5,8,4,311.0,115.7
2018-04-14 09:00:00,126.2,12.9,5,9,4,380.1,113.8
2018-04-14 10:00:00,136.3,13.8,5,10,4,506.5,126.2
2018-04-14 11:00:00,143.4,14.8,5,11,4,495.4,136.3
2018-04-14 12:00:00,152.5,14.9,5,12,4,449.5,143.4
2018-04-14 13:00:00,139.1,14.7,5,13,4,524.5,152.5
2018-04-14 14:00:00,134.6,14.6,5,14,4,666.0,139.1
2018-04-14 15:00:00,121.8,14.6,5,15,4,665.8,134.6
2018-04-14 16:00:00,121.0,13.9,5,16,4,379.9,121.8
2018-04-14 17:00:00,115.7,13.1,5,17,4,168.8,121.0
2018-04-14 18:00:00,118.1,12.7,5,18,4,49.5,115.7
2018-04-14 19:00:00,112.1,12.5,5,19,4,1.9,118.1
2018-04-14 20:00:00,107.8,12.0,5,20,4,1.9,112.1
2018-04-14 21:00:00,107.2,11.8,5,21,4,1.1,107.8
2018-04-14 22:00:00,105.2,12.4,5,22,4,1.5,107.2
2018-04-14 23:00:00,102.6,12.1,5,23,4,1.7,105.2
2018-04-15 00:00:00,100.7,11.6,6,0,4,2.3,102.6
2018-04-15 01:00:00,99.6,11.9,6,1,4,1.4,100.7
2018-04-15 02:00:00,98.3,12.3,6,2,4,1.1,99.6
2018-04-15 03:00:00,100.4,12.6,6,3,4,1.2,98.3
2018-04-15 04:00:00,96.4,12.9,6,4,4,1.4,100.4
2018-04-15 11:00:00,96.9,13.4,6,11,4,247.6,96.4
2018-04-15 12:00:00,99.4,14.5,6,12,4,321.6,96.9
2018-04-15 13:00:00,99.4,15.2,6,13,4,379.7,99.4
2018-04-15 14:00:00,100.6,15.0,6,14,4,452.2,99.4
2018-04-15 15:00:00,103.8,14.4,6,15,4,293.3,100.6
2018-04-15 16:00:00,110.0,13.5,6,16,4,184.3,103.8
2018-04-15 17:00:00,115.5,13.6,6,17,4,149.3,110.0
2018-04-15 18:00:00,115.6,12.9,6,18,4,53.6,115.5
2018-04-15 19:00:00,113.7,12.7,6,19,4,3.6,115.6
2018-04-15 20:00:00,112.3,12.2,6,20,4,1.2,113.7
2018-04-15 21:00:00,105.6,11.6,6,21,4,1.3,112.3
2018-04-15 22:00:00,105.9,11.3,6,22,4,1.4,105.6
2018-04-15 23:00:00,104.0,11.0,6,23,4,1.3,105.9
2018-04-16 00:00:00,102.6,10.8,0,0,4,1.2,104.0
2018-04-16 01:00:00,96.8,10.8,0,1,4,1.6,102.6
2018-04-16 05:00:00,102.4,10.3,0,5,4,2.3,96.8
2018-04-16 06:00:00,120.1,10.9,0,6,4,60.7,102.4
2018-04-16 07:00:00,188.3,12.8,0,7,4,244.3,120.1
2018-04-16 08:00:00,276.5,14.0,0,8,4,503.2,188.3
2018-04-16 09:00:00,322.6,13.9,0,9,4,630.3,276.5
2018-04-16 10:00:00,377.6,14.2,0,10,4,678.4,322.6
2018-04-16 11:00:00,400.7,14.5,0,11,4,973.7,377.6
2018-04-16 12:00:00,390.1,14.7,0,12,4,968.6,400.7
2018-04-16 13:00:00,377.5,14.6,0,13,4,816.3,390.1
2018-04-16 14:00:00,331.9,14.6,0,14,4,798.9,377.5
2018-04-16 15:00:00,342.3,14.7,0,15,4,660.7,331.9
2018-04-16 16:00:00,358.3,14.2,0,16,4,426.1,342.3
2018-04-16 17:00:00,327.6,13.6,0,17,4,169.6,358.3
2018-04-16 18:00:00,288.8,13.3,0,18,4,62.2,327.6
2018-04-16 19:00:00,228.6,12.9,0,19,4,4.6,288.8
2018-04-16 20:00:00,193.0,12.7,0,20,4,1.7,228.6
2018-04-16 21:00:00,146.7,12.4,0,21,4,1.6,193.0
2018-04-16 22:00:00,133.9,12.1,0,22,4,1.4,146.7
2018-04-16 23:00:00,124.6,12.1,0,23,4,1.5,133.9
2018-04-17 00:00:00,114.2,12.2,1,0,4,2.2,124.6
2018-04-17 01:00:00,96.2,12.1,1,1,4,0.9,114.2
2018-04-17 06:00:00,117.9,10.2,1,6,4,31.5,96.2
2018-04-17 07:00:00,199.0,10.6,1,7,4,148.5,117.9
2018-04-17 08:00:00,292.0,12.1,1,8,4,378.9,199.0
2018-04-17 09:00:00,352.3,13.3,1,9,4,621.7,292.0
2018-04-17 10:00:00,380.0,15.3,1,10,4,790.1,352.3
2018-04-17 11:00:00,382.6,16.8,1,11,4,884.3,380.0
2018-04-17 12:00:00,373.1,18.2,1,12,4,923.8,382.6
2018-04-17 13:00:00,356.1,19.2,1,13,4,903.3,373.1
2018-04-17 14:00:00,327.1,19.6,1,14,4,820.3,356.1
2018-04-17 15:00:00,345.1,21.0,1,15,4,689.3,327.1
2018-04-17 16:00:00,345.8,21.2,1,16,4,485.3,345.1
2018-04-17 17:00:00,309.7,20.3,1,17,4,305.4,345.8
2018-04-17 18:00:00,262.4,19.2,1,18,4,106.1,309.7
2018-04-17 19:00:00,218.2,17.8,1,19,4,5.1,262.4
2018-04-17 20:00:00,183.2,17.1,1,20,4,0.9,218.2
2018-04-17 21:00:00,156.7,16.3,1,21,4,0.8,183.2
2018-04-17 22:00:00,151.2,15.6,1,22,4,1.1,156.7
2018-04-17 23:00:00,140.3,14.8,1,23,4,0.9,151.2
2018-04-18 00:00:00,122.4,14.4,2,0,4,0.8,140.3
2018-04-18 01:00:00,99.6,13.5,2,1,4,0.9,122.4
2018-04-18 02:00:00,96.4,13.3,2,2,4,1.6,99.6
2018-04-18 06:00:00,120.0,12.6,2,6,4,74.5,96.4
2018-04-18 07:00:00,189.8,14.0,2,7,4,264.2,120.0
2018-04-18 08:00:00,276.5,15.7,2,8,4,470.7,189.8
2018-04-18 09:00:00,329.1,18.1,2,9,4,656.7,276.5
2018-04-18 10:00:00,342.7,19.8,2,10,4,805.8,329.1
2018-04-18 11:00:00,341.9,21.4,2,11,4,897.2,342.7
2018-04-18 12:00:00,334.9,22.1,2,12,4,926.7,341.9
2018-04-18 13:00:00,341.0,23.3,2,13,4,904.3,334.9
2018-04-18 14:00:00,336.5,22.9,2,14,4,819.6,341.0
2018-04-18 15:00:00,324.0,22.6,2,15,4,678.8,336.5
2018-04-18 16:00:00,322.4,22.0,2,16,4,498.9,324.0
2018-04-18 17:00:00,274.9,21.7,2,17,4,294.6,322.4
2018-04-18 18:00:00,248.9,20.6,2,18,4,93.2,274.9
2018-04-18 19:00:00,215.3,18.5,2,19,4,2.9,248.9
2018-04-18 20:00:00,188.6,16.7,2,20,4,0.8,215.3
2018-04-18 21:00:00,152.9,16.1,2,21,4,0.9,188.6
2018-04-18 22:00:00,133.3,15.8,2,22,4,0.8,152.9
2018-04-18 23:00:00,120.9,15.2,2,23,4,1.3,133.3
2018-04-19 00:00:00,99.0,14.7,3,0,4,1.0,120.9
2018-04-19 06:00:00,113.8,14.6,3,6,4,122.1,99.0
2018-04-19 07:00:00,185.6,16.4,3,7,4,283.7,113.8
2018-04-19 08:00:00,265.7,17.2,3,8,4,445.5,185.6
2018-04-19 09:00:00,295.8,18.3,3,9,4,587.8,265.7
2018-04-19 10:00:00,320.4,18.6,3,10,4,748.3,295.8
2018-04-19 11:00:00,333.9,20.0,3,11,4,827.6,320.4
2018-04-19 12:00:00,359.6,20.7,3,12,4,909.6,333.9
2018-04-19 13:00:00,369.8,21.6,3,13,4,695.1,359.6
2018-04-19 14:00:00,366.0,23.1,3,14,4,610.7,369.8
2018-04-19 15:00:00,338.9,23.8,3,15,4,593.9,366.0
2018-04-19 16:00:00,327.8,23.6,3,16,4,452.9,338.9
2018-04-19 17:00:00,307.3,21.5,3,17,4,352.6,327.8
2018-04-19 18:00:00,277.9,19.4,3,18,4,67.6,307.3
2018-04-19 19:00:00,238.0,18.3,3,19,4,4.7,277.9
2018-04-19 20:00:00,184.4,17.7,3,20,4,0.9,238.0
2018-04-19 21:00:00,138.5,17.1,3,21,4,1.0,184.4
2018-04-19 22:00:00,133.3,17.5,3,22,4,0.8,138.5
2018-04-19 23:00:00,127.4,17.7,3,23,4,1.0,133.3
2018-04-20 00:00:00,113.7,16.8,4,0,4,1.4,127.4
2018-04-20 01:00:00,103.3,15.2,4,1,4,1.9,113.7
2018-04-20 02:00:00,99.5,14.9,4,2,4,1.6,103.3
2018-04-20 05:00:00,102.3,13.9,4,5,4,2.9,99.5
2018-04-20 06:00:00,114.1,14.3,4,6,4,78.0,102.3
2018-04-20 07:00:00,195.7,14.6,4,7,4,230.8,114.1
2018-04-20 08:00:00,286.7,15.2,4,8,4,441.0,195.7
2018-04-20 09:00:00,292.6,16.3,4,9,4,372.9,286.7
2018-04-20 10:00:00,302.8,18.1,4,10,4,272.0,292.6
2018-04-20 11:00:00,314.8,19.7,4,11,4,618.7,302.8
2018-04-20 12:00:00,327.4,20.7,4,12,4,617.4,314.8
2018-04-20 13:00:00,338.9,19.7,4,13,4,415.8,327.4
2018-04-20 14:00:00,342.2,19.6,4,14,4,299.2,338.9
2018-04-20 15:00:00,313.7,19.8,4,15,4,265.1,342.2
2018-04-20 16:00:00,296.7,19.8,4,16,4,93.6,313.7
2018-04-20 17:00:00,273.2,18.4,4,17,4,21.8,296.7
2018-04-20 18:00:00,248.1,15.7,4,18,4,6.5,273.2
2018-04-20 19:00:00,212.1,15.6,4,19,4,3.6,248.1
2018-04-20 20:00:00,168.3,15.8,4,20,4,2.0,212.1
2018-04-20 21:00:00,141.1,15.2,4,21,4,1.3,168.3
2018-04-20 22:00:00,125.9,15.2,4,22,4,1.3,141.1
2018-04-20 23:00:00,110.1,15.9,4,23,4,1.3,125.9
2018-04-21 00:00:00,101.4,15.8,5,0,4,1.7,110.1
2018-04-21 07:00:00,100.5,15.0,5,7,4,14.8,101.4
2018-04-21 08:00:00,111.8,14.4,5,8,4,6.3,100.5
2018-04-21 09:00:00,134.0,14.1,5,9,4,52.4,111.8
2018-04-21 10:00:00,150.9,14.3,5,10,4,65.8,134.0
2018-04-21 11:00:00,145.7,14.6,5,11,4,110.4,150.9
2018-04-21 12:00:00,141.9,15.3,5,12,4,199.4,145.7
2018-04-21 13:00:00,137.3,15.7,5,13,4,202.2,141.9
2018-04-21 14:00:00,134.6,15.9,5,14,4,248.4,137.3
2018-04-21 15:00:00,146.5,16.5,5,15,4,442.1,134.6
2018-04-21 16:00:00,136.6,17.6,5,16,4,407.9,146.5
2018-04-21 17:00:00,123.0,16.7,5,17,4,315.3,136.6
2018-04-21 18:00:00,117.5,16.0,5,18,4,107.5,123.0
2018-04-21 19:00:00,111.3,15.2,5,19,4,8.0,117.5
2018-04-21 20:00:00,110.8,15.3,5,20,4,1.3,111.3
2018-04-21 21:00:00,101.1,15.5,5,21,4,1.3,110.8
2018-04-21 22:00:00,103.0,15.4,5,22,4,1.8,101.1
2018-04-21 23:00:00,102.4,15.4,5,23,4,1.9,103.0
2018-04-22 00:00:00,101.3,15.4,6,0,4,1.9,102.4
2018-04-22 14:00:00,101.9,17.9,6,14,4,316.6,101.3
2018-04-22 15:00:00,103.2,17.9,6,15,4,112.1,101.9
2018-04-22 16:00:00,102.8,18.4,6,16,4,162.2,103.2
2018-04-22 17:00:00,105.2,17.0,6,17,4,83.9,102.8
2018-04-22 18:00:00,110.1,16.7,6,18,4,25.8,105.2
2018-04-22 19:00:00,106.4,16.6,6,19,4,4.0,110.1
2018-04-22 20:00:00,104.8,16.4,6,20,4,1.7,106.4
2018-04-22 21:00:00,104.7,16.5,6,21,4,1.6,104.8
2018-04-22 22:00:00,101.0,16.3,6,22,4,1.7,104.7
2018-04-22 23:00:00,98.8,15.9,6,23,4,1.4,101.0
2018-04-23 06:00:00,113.7,14.7,0,6,4,29.8,98.8
2018-04-23 07:00:00,187.1,15.2,0,7,4,219.4,113.7
2018-04-23 08:00:00,275.1,17.6,0,8,4,490.6,187.1
2018-04-23 09:00:00,305.5,20.2,0,9,4,571.2,275.1
2018-04-23 10:00:00,317.1,20.5,0,10,4,783.2,305.5
2018-04-23 11:00:00,323.2,21.2,0,11,4,807.8,317.1
2018-04-23 12:00:00,336.5,21.7,0,12,4,869.0,323.2
2018-04-23 13:00:00,325.0,22.7,0,13,4,849.5,336.5
2018-04-23 14:00:00,350.9,23.8,0,14,4,813.8,325.0
2018-04-23 15:00:00,342.5,25.0,0,15,4,676.8,350.9
2018-04-23 16:00:00,321.7,25.1,0,16,4,435.9,342.5
2018-04-23 17:00:00,300.0,22.3,0,17,4,274.1,321.7
2018-04-23 18:00:00,266.3,20.8,0,18,4,93.6,300.0
2018-04-23 19:00:00,213.7,19.4,0,19,4,5.7,266.3
2018-04-23 20:00:00,185.7,19.3,0,20,4,0.9,213.7
2018-04-23 21:00:00,145.6,19.5,0,21,4,1.0,185.7
2018-04-23 22:00:00,122.2,18.7,0,22,4,0.8,145.6
2018-04-23 23:00:00,113.3,18.2,0,23,4,1.0,122.2
2018-04-24 00:00:00,105.8,18.5,1,0,4,1.1,113.3
2018-04-24 01:00:00,100.8,18.0,1,1,4,0.9,105.8
2018-04-24 02:00:00,97.3,17.6,1,2,4,1.0,100.8
2018-04-24 04:00:00,99.5,16.8,1,4,4,1.0,97.3
2018-04-24 05:00:00,107.4,16.8,1,5,4,2.1,99.5
2018-04-24 06:00:00,122.7,16.6,1,6,4,36.7,107.4
2018-04-24 07:00:00,175.6,17.5,1,7,4,184.6,122.7
2018-04-24 08:00:00,253.3,19.8,1,8,4,449.0,175.6
2018-04-24 09:00:00,268.0,21.0,1,9,4,630.4,253.3
2018-04-24 10:00:00,292.3,22.2,1,10,4,774.2,268.0
2018-04-24 11:00:00,312.5,23.2,1,11,4,864.2,292.3
2018-04-24 12:00:00,343.9,24.1,1,12,4,898.5,312.5
2018-04-24 13:00:00,350.0,24.1,1,13,4,913.9,343.9
2018-04-24 14:00:00,378.2,23.9,1,14,4,678.6,350.0
2018-04-24 15:00:00,367.0,23.4,1,15,4,630.6,378.2
2018-04-24 16:00:00,319.9,21.2,1,16,4,450.1,367.0
2018-04-24 17:00:00,287.7,18.4,1,17,4,323.2,319.9
2018-04-24 18:00:00,241.6,16.7,1,18,4,106.1,287.7
2018-04-24 19:00:00,209.6,16.9,1,19,4,19.3,241.6
2018-04-24 20:00:00,178.9,16.3,1,20,4,0.8,209.6
2018-04-24 21:00:00,155.0,15.6,1,21,4,0.8,178.9
2018-04-24 22:00:00,135.0,15.3,1,22,4,1.0,155.0
2018-04-24 23:00:00,129.0,14.5,1,23,4,1.2,135.0
2018-04-25 00:00:00,113.3,14.3,2,0,4,1.4,129.0
2018-04-25 01:00:00,98.8,13.9,2,1,4,1.1,113.3
2018-04-25 07:00:00,125.7,14.2,2,7,4,242.4,98.8
2018-04-25 08:00:00,181.1,15.6,2,8,4,441.9,125.7
2018-04-25 09:00:00,159.8,16.8,2,9,4,618.9,181.1
2018-04-25 10:00:00,148.5,17.6,2,10,4,765.5,159.8
2018-04-25 11:00:00,149.7,18.6,2,11,4,857.7,148.5
2018-04-25 12:00:00,159.9,19.6,2,12,4,893.8,149.7
2018-04-25 13:00:00,177.8,19.7,2,13,4,869.5,159.9
2018-04-25 14:00:00,176.8,19.6,2,14,4,787.9,177.8
2018-04-25 15:00:00,165.1,19.3,2,15,4,656.6,176.8
2018-04-25 16:00:00,170.2,18.4,2,16,4,483.6,165.1
2018-04-25 17:00:00,168.5,17.7,2,17,4,286.7,170.2
2018-04-25 18:00:00,160.1,16.3,2,18,4,106.1,168.5
2018-04-25 19:00:00,136.5,15.0,2,19,4,8.4,160.1
2018-04-25 20:00:00,118.3,14.0,2,20,4,1.2,136.5
2018-04-25 21:00:00,121.0,13.5,2,21,4,1.4,118.3
2018-04-25 22:00:00,116.0,13.4,2,22,4,1.8,121.0
2018-04-25 23:00:00,115.4,13.2,2,23,4,1.9,116.0
2018-04-26 00:00:00,108.7,12.9,3,0,4,2.0,115.4
2018-04-26 01:00:00,101.5,12.8,3,1,4,2.1,108.7
2018-04-26 05:00:00,101.6,12.3,3,5,4,4.8,101.5
2018-04-26 06:00:00,109.3,12.7,3,6,4,90.3,101.6
2018-04-26 07:00:00,192.8,13.1,3,7,4,279.6,109.3
2018-04-26 08:00:00,275.0,14.1,3,8,4,482.6,192.8
2018-04-26 09:00:00,297.8,15.8,3,9,4,662.8,275.0
2018-04-26 10:00:00,318.7,17.5,3,10,4,805.7,297.8
2018-04-26 11:00:00,337.9,19.8,3,11,4,901.8,318.7
2018-04-26 12:00:00,340.7,20.2,3,12,4,938.3,337.9
2018-04-26 13:00:00,351.9,20.1,3,13,4,915.2,340.7
2018-04-26 14:00:00,354.8,19.3,3,14,4,839.2,351.9
2018-04-26 15:00:00,336.8,18.9,3,15,4,712.2,354.8
2018-04-26 16:00:00,330.1,18.5,3,16,4,543.1,336.8
2018-04-26 17:00:00,299.5,16.7,3,17,4,334.2,330.1
2018-04-26 18:00:00,270.9,14.8,3,18,4,130.3,299.5
2018-04-26 19:00:00,226.2,13.2,3,19,4,8.4,270.9
2018-04-26 20:00:00,192.8,12.7,3,20,4,1.9,226.2
2018-04-26 21:00:00,146.1,12.5,3,21,4,1.7,192.8
2018-04-26 22:00:00,138.2,12.0,3,22,4,1.7,146.1
2018-04-26 23:00:00,136.5,11.8,3,23,4,2.5,138.2
2018-04-27 00:00:00,127.0,11.5,4,0,4,2.0,136.5
2018-04-27 01:00:00,110.2,11.4,4,1,4,3.0,127.0
2018-04-27 02:00:00,109.7,11.3,4,2,4,3.4,110.2
2018-04-27 03:00:00,105.1,11.3,4,3,4,2.0,109.7
2018-04-27 04:00:00,104.7,11.3,4,4,4,2.2,105.1
2018-04-27 05:00:00,119.0,11.1,4,5,4,5.2,104.7
2018-04-27 06:00:00,138.5,11.7,4,6,4,107.3,119.0
2018-04-27 07:00:00,208.3,12.4,4,7,4,270.9,138.5
2018-04-27 08:00:00,280.3,12.8,4,8,4,204.7,208.3
2018-04-27 09:00:00,310.5,14.1,4,9,4,459.5,280.3
2018-04-27 10:00:00,312.9,15.7,4,10,4,405.4,310.5
2018-04-27 11:00:00,331.6,16.4,4,11,4,557.2,312.9
2018-04-27 12:00:00,337.9,15.9,4,12,4,639.7,331.6
2018-04-27 13:00:00,336.7,16.0,4,13,4,672.3,337.9
2018-04-27 14:00:00,335.8,14.8,4,14,4,350.5,336.7
2018-04-27 15:00:00,324.2,13.6,4,15,4,322.1,335.8
2018-04-27 16:00:00,307.4,14.3,4,16,4,437.1,324.2
2018-04-27 17:00:00,259.5,14.7,4,17,4,364.8,307.4
2018-04-27 18:00:00,238.1,13.5,4,18,4,77.5,259.5
2018-04-27 19:00:00,206.6,12.5,4,19,4,7.4,238.1
2018-04-27 20:00:00,180.6,11.9,4,20,4,1.0,206.6
2018-04-27 21:00:00,140.7,11.5,4,21,4,1.6,180.6
2018-04-27 22:00:00,126.2,11.3,4,22,4,1.6,140.7
2018-04-27 23:00:00,117.0,11.2,4,23,4,1.5,126.2
2018-04-28 00:00:00,106.5,11.2,5,0,4,2.2,117.0
2018-04-28 01:00:00,107.9,11.2,5,1,4,1.5,106.5
2018-04-28 02:00:00,105.8,11.2,5,2,4,1.6,107.9
2018-04-28 03:00:00,105.6,10.8,5,3,4,2.2,105.8
2018-04-28 04:00:00,105.0,10.4,5,4,4,1.8,105.6
2018-04-28 05:00:00,101.6,10.1,5,5,4,7.2,105.0
2018-04-28 06:00:00,99.0,10.3,5,6,4,76.6,101.6
